,origin_lat,origin_lon,destination_lat,destination_lon,departure,departure_s,drone
21,52.39042003010444,9.727897321726909,52.299568754991164,9.656329059412407,00:42:25.86,2545.8687026467082,Amzn
22,52.411821715077735,9.700589444808069,52.334720907987794,9.810160979929545,00:44:21.59,2661.5900073124676,M600
23,52.390322238878476,9.74129167372955,52.402873071737964,9.803991833519646,00:46:17.31,2777.311311978227,M600
24,52.334006287045156,9.738303974514867,52.35642756356529,9.678033346223176,00:48:13.03,2893.0326166439863,M600
25,52.38092689574126,9.838879185813276,52.40229802132591,9.807909395784996,00:50:08.75,3008.753921309746,Amzn
26,52.387832090378964,9.735583453455037,52.36692311296905,9.806977058826082,00:52:04.47,3124.4752259755055,M600
27,52.35368427285341,9.761177811199424,52.355819189366095,9.725728259693678,00:54:00.19,3240.196530641265,M600
28,52.36173278030424,9.702965457399136,52.35104277805486,9.680108438511073,00:55:55.91,3355.9178353070242,W178
29,52.414709240042384,9.714838506316143,52.40290935119891,9.79420409689706,00:57:51.63,3471.639139972784,M600
30,52.36434072828848,9.703934220912295,52.41164917761128,9.749647990935706,00:59:47.36,3587.3604446385434,W178
31,52.36384741362412,9.833735629888263,52.43128495185282,9.715211073395059,01:01:43.08,3703.081749304303,M600
32,52.386741211973714,9.760672256867352,52.327036382613535,9.696693581260122,01:03:38.80,3818.803053970062,M600
33,52.33948399929772,9.681162056885986,52.31175535971384,9.698872424472516,01:05:34.52,3934.5243586358215,M600
34,52.3749430861787,9.710163730076419,52.316774882548444,9.667821188138536,01:07:30.24,4050.2456633015813,M600
35,52.433271161219125,9.654655684838232,52.38647345200203,9.65808163234711,01:09:25.96,4165.966967967341,M600
36,52.32981212014746,9.696431447189424,52.33860137176125,9.793503696908907,01:11:21.68,4281.6882726331005,Amzn
37,52.299641762871744,9.667071962607379,52.370658732047836,9.695786949910547,01:13:17.40,4397.409577298859,Amzn
38,52.33129031117734,9.712301041132212,52.352562358015135,9.844020735596093,01:15:13.13,4513.130881964619,M600
39,52.323931826277985,9.700645899454138,52.30367777333142,9.730120411166027,01:17:08.85,4628.852186630378,M600
40,52.302011099492574,9.767806917054452,52.33032586897896,9.681748233715073,01:19:04.57,4744.573491296138,W178
41,52.41735654600187,9.711890755549152,52.3719431199851,9.706900722507731,01:21:00.29,4860.294795961898,M600
42,52.36395444856896,9.653896530195349,52.43264220291322,9.800929584666111,01:22:56.01,4976.016100627657,M600
43,52.30071040422624,9.652887819146097,52.34224359187153,9.727024011111084,01:24:51.73,5091.7374052934165,W178
44,52.37372990184363,9.747920636500924,52.380497384568244,9.6473780389201,01:26:47.45,5207.458709959175,M600
45,52.33292882249476,9.705451461493494,52.34535233192659,9.732170163520362,01:28:43.18,5323.180014624935,W178
46,52.41998810852452,9.795895133351209,52.31606802645542,9.759915343650036,01:30:38.90,5438.901319290695,W178
47,52.32534993050051,9.684642338047022,52.30623629573907,9.648775312162444,01:32:34.62,5554.622623956454,M600
48,52.37106273730863,9.839221963697348,52.311645840467726,9.703418171253393,01:34:30.34,5670.343928622214,M600
49,52.316568368124706,9.673848927134134,52.34394386420908,9.742187796530349,01:36:26.06,5786.065233287973,Amzn
50,52.32326955101454,9.739131307831553,52.398519297268095,9.6695326254108,01:38:21.78,5901.7865379537325,Amzn
51,52.31639440233911,9.701478944365794,52.37521089367969,9.839217885907898,01:40:17.50,6017.507842619492,W178
52,52.344033243752904,9.79997740997122,52.302726548787064,9.674651921422345,01:42:13.22,6133.229147285251,M600
53,52.32295532308195,9.839067817036666,52.38436016915147,9.793810731315244,01:44:08.95,6248.950451951011,W178
54,52.40465691222057,9.711464012208937,52.41804032419026,9.842030752065433,01:46:04.67,6364.671756616771,W178
55,52.37474867958918,9.819395520107811,52.40829580161837,9.712455338689535,01:48:00.39,6480.39306128253,Amzn
56,52.3815545667653,9.812868421338045,52.30532663486838,9.823319305253001,01:49:56.11,6596.11436594829,W178
57,52.361836975174256,9.808659389887007,52.36545711682701,9.738794395036301,01:51:51.83,6711.8356706140485,W178
58,52.40349154079761,9.659076176807503,52.42415265908408,9.69653210092557,01:53:47.55,6827.556975279808,W178
59,52.36651598731974,9.838258901219149,52.35423968061243,9.780644297343958,01:55:43.27,6943.278279945568,W178
60,52.307386189659425,9.67562919435171,52.320620183404586,9.790961421340555,01:57:38.99,7058.999584611327,W178
61,52.39988061982976,9.75424014140779,52.379772744159716,9.706586360888448,01:59:34.72,7174.720889277087,M600
